feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,Milieu (Climat),Milieu (Sol),N_lixi,dCorg,rdt,point_idx,parcelle
0,1,52.0,-25.0,1.4,18.8,10.0,259.0,383.0,393.0,325.0,10.0,10.0,10.0,0,0,0.6957894736842105,-93.81473684210526,5.392222222222222,6333,beauce_5_sa_033
2,2,84.0,-41.0,1.7,10.8,24.6,245.0,246.0,393.0,324.0,52.6,36.7,10.0,0,0,1.8131578947368423,6.307368421052634,8.584444444444445,6334,beauce_5_sa_034
1,1,59.0,-41.0,1.8,5.6,10.0,268.0,383.0,393.0,353.0,30.2,10.0,10.0,0,0,0.6126315789473683,-89.90473684210527,7.17,6335,beauce_5_sa_035
2,0,51.0,-20.0,2.1,15.0,10.0,161.0,225.0,393.0,348.0,18.1,54.4,10.0,0,0,1.8089473684210524,-67.7442105263158,8.436666666666667,6336,beauce_5_sa_036
1,1,71.0,-38.0,1.7,23.2,10.0,243.0,383.0,393.0,330.0,75.2,10.0,10.0,0,0,0.9536842105263158,-0.3700000000000017,8.413333333333334,6337,beauce_5_sa_037
2,0,65.0,-20.0,2.7,15.0,10.0,249.0,306.0,393.0,327.0,35.1,67.7,10.0,0,0,5.402631578947368,-51.50315789473684,8.603333333333333,6338,beauce_5_sa_038
3,0,78.0,-20.0,1.5,15.0,10.0,283.0,317.0,318.0,353.0,55.8,73.4,74.3,0,0,19.170526315789473,-83.66842105263159,8.957777777777778,6339,beauce_5_sa_039
1,0,86.0,-20.0,2.2,15.0,10.0,195.0,383.0,393.0,345.0,87.4,10.0,10.0,0,0,2.986842105263158,-63.93894736842106,8.692222222222222,6340,beauce_5_sa_040
1,1,86.0,-28.0,1.7,15.0,10.0,242.0,383.0,393.0,11.0,29.5,10.0,10.0,0,0,1.383157894736842,-91.9742105263158,6.8966666666666665,6341,beauce_5_sa_041
3,0,48.0,-20.0,2.9,15.0,10.0,224.0,237.0,273.0,8.0,61.1,14.8,58.5,0,0,10.867368421052632,-144.72210526315789,8.83222222222222,6342,beauce_5_sa_042
3,0,76.0,-20.0,2.0,15.0,10.0,159.0,232.0,289.0,14.0,44.7,72.1,46.2,0,0,6.336315789473685,-32.76157894736842,8.991111111111111,6343,beauce_5_sa_043
3,2,102.0,-44.0,4.0,4.0,12.9,255.0,256.0,276.0,327.0,96.0,68.1,63.1,0,0,16.61894736842105,-3.6173684210526305,8.95,6344,beauce_5_sa_044
3,2,99.0,-6.0,3.9,24.3,7.7,119.0,305.0,306.0,333.0,71.3,14.7,99.8,0,0,15.684736842105265,11.58526315789474,8.97,6345,beauce_5_sa_045
2,1,58.0,-23.0,1.2,15.6,10.0,299.0,317.0,393.0,335.0,52.1,69.2,10.0,0,0,7.351052631578947,-33.57052631578947,8.591111111111111,6346,beauce_5_sa_046
0,1,57.0,-19.0,2.0,11.2,10.0,259.0,383.0,393.0,346.0,10.0,10.0,10.0,0,0,0.8936842105263159,-116.69631578947369,5.348888888888889,6347,beauce_5_sa_047
3,0,93.0,-20.0,1.0,15.0,10.0,200.0,307.0,308.0,335.0,23.7,81.2,62.5,0,0,13.914736842105263,3.61263157894737,8.845555555555556,6348,beauce_5_sa_048
1,0,62.0,-20.0,1.5,15.0,10.0,175.0,383.0,393.0,325.0,32.2,10.0,10.0,0,0,1.7700000000000002,-108.56736842105263,7.274444444444445,6349,beauce_5_sa_049
3,1,95.0,-36.0,2.4,13.5,10.0,292.0,293.0,294.0,326.0,16.7,37.7,71.3,0,0,10.277368421052632,-17.742105263157896,8.447777777777778,6350,beauce_5_sa_050
2,0,87.0,-20.0,1.3,15.0,10.0,306.0,307.0,393.0,18.0,89.0,55.4,10.0,0,0,14.14684210526316,-105.99842105263156,8.696666666666665,6351,beauce_5_sa_051
1,2,100.0,-18.0,3.7,23.4,1.3,287.0,383.0,393.0,364.0,16.1,10.0,10.0,0,0,1.2821052631578946,-96.23,6.212222222222222,6352,beauce_5_sa_052
3,1,86.0,-19.0,3.3,11.9,10.0,124.0,301.0,302.0,336.0,72.8,10.7,13.2,0,0,6.000526315789474,-33.49473684210527,8.67,6353,beauce_5_sa_053
1,2,100.0,-35.0,1.2,17.1,6.9,209.0,383.0,393.0,14.0,33.4,10.0,10.0,0,0,1.4747368421052631,-85.25894736842105,7.157777777777778,6354,beauce_5_sa_054
0,2,93.0,-36.0,3.7,13.5,21.2,259.0,383.0,393.0,13.0,10.0,10.0,10.0,0,0,1.1305263157894736,-128.42157894736843,5.43,6355,beauce_5_sa_055
1,0,91.0,-20.0,3.3,15.0,10.0,207.0,383.0,393.0,339.0,45.4,10.0,10.0,0,0,2.2905263157894735,-81.98052631578946,7.517777777777777,6356,beauce_5_sa_056
3,2,76.0,-29.0,2.0,17.9,6.3,248.0,262.0,263.0,363.0,84.1,20.5,10.6,0,0,2.738421052631579,-45.42842105263158,8.862222222222222,6357,beauce_5_sa_057
1,0,65.0,-20.0,2.3,15.0,10.0,237.0,383.0,393.0,349.0,12.3,10.0,10.0,0,0,1.4757894736842103,-121.15947368421054,6.07,6358,beauce_5_sa_058
1,0,82.0,-20.0,1.7,15.0,10.0,173.0,383.0,393.0,334.0,28.2,10.0,10.0,0,0,2.5510526315789472,-125.81684210526316,7.15888888888889,6359,beauce_5_sa_059
0,2,55.0,-22.0,3.8,16.3,12.0,259.0,383.0,393.0,1.0,10.0,10.0,10.0,0,0,1.0036842105263155,-146.11368421052632,5.383333333333334,6360,beauce_5_sa_060
2,2,47.0,-36.0,3.6,8.9,13.1,161.0,282.0,393.0,4.0,13.1,95.9,10.0,0,0,5.692631578947368,-144.99578947368423,8.55,6361,beauce_5_sa_061
1,1,100.0,-20.0,1.4,7.6,10.0,254.0,383.0,393.0,9.0,62.4,10.0,10.0,0,0,1.8389473684210524,-79.25736842105263,8.134444444444446,6362,beauce_5_sa_062
0,2,73.0,-16.0,2.2,15.0,18.0,259.0,383.0,393.0,340.0,10.0,10.0,10.0,0,0,0.9257894736842104,-91.94473684210529,5.315555555555556,6363,beauce_5_sa_063
3,0,73.0,-20.0,2.7,15.0,10.0,247.0,306.0,321.0,328.0,12.7,62.4,33.2,0,0,8.034210526315789,-51.62157894736842,8.542222222222222,6364,beauce_5_sa_064
1,2,59.0,-30.0,3.9,19.0,10.4,267.0,383.0,393.0,331.0,82.9,10.0,10.0,0,0,3.149473684210526,-36.36421052631579,8.2,6365,beauce_5_sa_065
2,0,72.0,-20.0,3.7,15.0,10.0,261.0,262.0,393.0,352.0,43.2,23.2,10.0,0,0,2.6647368421052633,-81.78736842105262,8.044444444444444,6366,beauce_5_sa_066
3,1,51.0,-39.0,3.4,10.8,10.0,183.0,213.0,288.0,326.0,76.6,59.9,81.5,0,0,10.571052631578947,-41.11105263157895,8.995555555555557,6367,beauce_5_sa_067
3,1,80.0,-21.0,1.3,8.5,10.0,222.0,253.0,287.0,329.0,84.4,98.2,37.2,0,0,11.592105263157896,19.01,8.947777777777778,6368,beauce_5_sa_068
1,1,76.0,-16.0,1.5,15.3,10.0,183.0,383.0,393.0,8.0,27.3,10.0,10.0,0,0,1.8210526315789477,-114.15894736842104,6.814444444444444,6369,beauce_5_sa_069
0,0,79.0,-20.0,1.9,15.0,10.0,259.0,383.0,393.0,2.0,10.0,10.0,10.0,0,0,1.9678947368421056,-189.33894736842103,5.82,6370,beauce_5_sa_070
2,0,74.0,-20.0,2.5,15.0,10.0,232.0,233.0,393.0,357.0,15.0,70.6,10.0,0,0,2.024736842105263,-83.20736842105262,8.729999999999999,6371,beauce_5_sa_071
2,2,51.0,-38.0,3.1,5.7,6.0,205.0,261.0,393.0,351.0,94.4,19.2,10.0,0,0,1.391578947368421,-38.59157894736842,8.952222222222222,6372,beauce_5_sa_072
3,0,59.0,-20.0,2.4,15.0,10.0,300.0,301.0,321.0,332.0,66.5,41.8,14.4,0,0,8.94578947368421,-45.19052631578948,8.568888888888889,6373,beauce_5_sa_073
0,0,105.0,-20.0,2.9,15.0,10.0,259.0,383.0,393.0,342.0,10.0,10.0,10.0,0,0,2.271578947368421,-125.50368421052632,5.4366666666666665,6374,beauce_5_sa_074
0,0,93.0,-20.0,2.1,15.0,10.0,259.0,383.0,393.0,338.0,10.0,10.0,10.0,0,0,2.006315789473684,-101.57894736842104,5.115555555555556,6375,beauce_5_sa_075
3,2,58.0,-35.0,3.1,9.3,21.4,212.0,300.0,301.0,352.0,64.6,58.8,68.2,0,0,9.332631578947368,-73.20315789473683,8.997777777777777,6376,beauce_5_sa_076
0,1,82.0,-39.0,1.9,15.6,10.0,259.0,383.0,393.0,15.0,10.0,10.0,10.0,0,0,1.233157894736842,-142.6915789473684,5.437777777777778,6377,beauce_5_sa_077
3,1,90.0,-15.0,2.1,5.6,10.0,146.0,215.0,287.0,16.0,61.3,67.4,25.7,0,0,4.984736842105263,-55.555263157894736,8.987777777777778,6378,beauce_5_sa_078
3,1,103.0,-21.0,3.1,6.1,10.0,160.0,295.0,296.0,360.0,24.5,55.0,31.4,0,0,5.53421052631579,-32.01263157894737,8.727777777777778,6379,beauce_5_sa_079
1,1,46.0,-37.0,1.1,2.7,10.0,167.0,383.0,393.0,2.0,63.0,10.0,10.0,0,0,1.3663157894736842,-136.5957894736842,8.488888888888889,6380,beauce_5_sa_080
1,2,94.0,-10.0,2.3,1.4,20.2,237.0,383.0,393.0,325.0,42.9,10.0,10.0,0,0,1.9921052631578948,-36.51157894736842,7.071111111111112,6381,beauce_5_sa_081
3,0,75.0,-20.0,3.1,15.0,10.0,250.0,309.0,310.0,345.0,72.4,18.0,59.7,0,0,8.476842105263158,-7.931052631578946,8.856666666666667,6382,beauce_5_sa_082
1,0,56.0,-20.0,2.2,15.0,10.0,157.0,383.0,393.0,14.0,30.5,10.0,10.0,0,0,2.524736842105263,-157.9294736842105,6.9944444444444445,6383,beauce_5_sa_083
1,1,76.0,-22.0,1.6,6.7,10.0,139.0,383.0,393.0,327.0,99.1,10.0,10.0,0,0,6.457894736842105,-25.838421052631578,8.697777777777778,6384,beauce_5_sa_084
3,1,58.0,-38.0,2.4,13.7,10.0,194.0,232.0,305.0,7.0,33.1,47.1,30.5,0,0,2.068421052631579,-72.43631578947368,8.936666666666667,6385,beauce_5_sa_085
0,1,47.0,-11.0,3.9,12.5,10.0,259.0,383.0,393.0,324.0,10.0,10.0,10.0,0,0,0.8226315789473684,-101.0578947368421,5.293333333333333,6386,beauce_5_sa_086
2,0,97.0,-20.0,3.0,15.0,10.0,146.0,220.0,393.0,345.0,89.9,84.0,10.0,0,0,5.714210526315789,7.040526315789474,8.966666666666667,6387,beauce_5_sa_087
1,0,87.0,-20.0,1.4,15.0,10.0,198.0,383.0,393.0,359.0,41.4,10.0,10.0,0,0,2.1115789473684208,-138.0063157894737,7.725555555555555,6388,beauce_5_sa_088
0,2,55.0,-22.0,2.6,10.2,18.5,259.0,383.0,393.0,360.0,10.0,10.0,10.0,0,0,0.9105263157894736,-139.21947368421053,5.415555555555556,6389,beauce_5_sa_089
2,0,74.0,-20.0,1.7,15.0,10.0,228.0,250.0,393.0,11.0,25.0,87.8,10.0,0,0,4.4594736842105265,-135.5194736842105,8.93888888888889,6390,beauce_5_sa_090
3,0,48.0,-20.0,1.1,15.0,10.0,297.0,298.0,299.0,9.0,28.0,57.9,83.9,0,0,18.64842105263158,-96.30473684210526,8.658888888888889,6391,beauce_5_sa_091
3,2,77.0,-29.0,2.7,6.7,21.4,123.0,302.0,303.0,343.0,24.0,46.1,93.5,0,0,11.937894736842106,-27.847368421052632,8.913333333333334,6392,beauce_5_sa_092
1,2,59.0,-26.0,2.9,21.7,7.3,163.0,383.0,393.0,354.0,23.7,10.0,10.0,0,0,0.9789473684210528,-92.67842105263158,6.704444444444444,6393,beauce_5_sa_093
2,1,62.0,-41.0,2.4,4.1,10.0,159.0,298.0,393.0,336.0,47.2,15.6,10.0,0,0,1.2978947368421052,-30.82842105263158,8.156666666666666,6394,beauce_5_sa_094
0,1,47.0,-22.0,1.5,14.7,10.0,259.0,383.0,393.0,6.0,10.0,10.0,10.0,0,0,1.2994736842105263,-168.2521052631579,5.326666666666666,6395,beauce_5_sa_095
1,0,72.0,-20.0,2.2,15.0,10.0,284.0,383.0,393.0,326.0,29.0,10.0,10.0,0,0,2.3105263157894735,-70.03210526315789,6.542222222222223,6396,beauce_5_sa_096
1,1,66.0,-6.0,2.2,2.9,10.0,245.0,383.0,393.0,349.0,84.6,10.0,10.0,0,0,3.170526315789474,-89.20736842105264,8.58222222222222,6397,beauce_5_sa_097
0,1,67.0,-31.0,3.1,19.7,10.0,259.0,383.0,393.0,344.0,10.0,10.0,10.0,0,0,0.6736842105263158,-104.75894736842106,5.446666666666666,6398,beauce_5_sa_098
2,1,104.0,-16.0,3.5,17.8,10.0,212.0,310.0,393.0,349.0,49.7,23.4,10.0,0,0,2.4963157894736843,-52.73210526315789,8.29888888888889,6399,beauce_5_sa_099
2,1,77.0,-24.0,2.0,21.6,10.0,110.0,239.0,393.0,349.0,64.9,30.2,10.0,0,0,4.708947368421053,-37.351052631578945,8.764444444444443,6400,beauce_5_sa_000
1,0,97.0,-20.0,3.6,15.0,10.0,170.0,383.0,393.0,326.0,52.7,10.0,10.0,0,0,3.9194736842105264,-69.44894736842105,7.604444444444444,6401,beauce_5_sa_001
2,0,67.0,-20.0,1.9,15.0,10.0,160.0,282.0,393.0,355.0,34.3,71.3,10.0,0,0,5.873157894736842,-128.7863157894737,8.865555555555554,6402,beauce_5_sa_002
0,0,102.0,-20.0,3.5,15.0,10.0,259.0,383.0,393.0,354.0,10.0,10.0,10.0,0,0,1.8789473684210527,-125.06052631578947,5.337777777777777,6403,beauce_5_sa_003
0,1,64.0,-18.0,1.7,22.2,10.0,259.0,383.0,393.0,13.0,10.0,10.0,10.0,0,0,1.5278947368421054,-156.23210526315788,5.248888888888889,6404,beauce_5_sa_004
0,0,89.0,-20.0,1.5,15.0,10.0,259.0,383.0,393.0,8.0,10.0,10.0,10.0,0,0,2.0036842105263157,-175.90157894736842,5.664444444444445,6405,beauce_5_sa_005
2,2,87.0,-30.0,4.0,6.1,2.1,185.0,262.0,393.0,10.0,91.2,51.7,10.0,0,0,2.9484210526315793,-14.429473684210528,8.982222222222223,6406,beauce_5_sa_006
1,1,85.0,-32.0,1.9,10.5,10.0,112.0,383.0,393.0,340.0,90.1,10.0,10.0,0,0,6.952105263157895,-29.04947368421053,8.545555555555556,6407,beauce_5_sa_007
0,0,49.0,-20.0,2.7,15.0,10.0,259.0,383.0,393.0,15.0,10.0,10.0,10.0,0,0,2.32,-207.3852631578947,5.430000000000001,6408,beauce_5_sa_008
1,0,58.0,-20.0,3.5,15.0,10.0,110.0,383.0,393.0,347.0,20.8,10.0,10.0,0,0,2.1315789473684212,-124.60947368421051,6.596666666666667,6409,beauce_5_sa_009
3,0,73.0,-20.0,1.0,15.0,10.0,297.0,299.0,300.0,348.0,51.6,70.3,35.1,0,0,12.945263157894736,-17.327368421052633,8.757777777777777,6410,beauce_5_sa_010
1,0,81.0,-20.0,2.4,15.0,10.0,150.0,383.0,393.0,331.0,82.1,10.0,10.0,0,0,4.958421052631579,-70.82,8.50111111111111,6411,beauce_5_sa_011
2,0,86.0,-20.0,1.6,15.0,10.0,202.0,314.0,393.0,352.0,71.9,84.0,10.0,0,0,8.128421052631579,-78.7921052631579,8.992222222222223,6412,beauce_5_sa_012
0,1,57.0,-9.0,1.6,6.3,10.0,259.0,383.0,393.0,361.0,10.0,10.0,10.0,0,0,1.335263157894737,-146.48210526315788,5.296666666666667,6413,beauce_5_sa_013
1,0,79.0,-20.0,3.8,15.0,10.0,217.0,383.0,393.0,3.0,87.0,10.0,10.0,0,0,2.7089473684210525,-107.95789473684208,8.777777777777779,6414,beauce_5_sa_014
0,2,76.0,-7.0,2.0,5.4,20.3,259.0,383.0,393.0,352.0,10.0,10.0,10.0,0,0,1.141578947368421,-114.25947368421052,5.311111111111111,6415,beauce_5_sa_015
3,1,106.0,-26.0,3.4,23.9,10.0,191.0,234.0,299.0,17.0,59.7,14.0,55.6,0,0,4.474736842105263,-42.48315789473685,8.984444444444444,6416,beauce_5_sa_016
0,0,55.0,-20.0,1.7,15.0,10.0,259.0,383.0,393.0,347.0,10.0,10.0,10.0,0,0,1.6236842105263158,-167.48368421052632,5.757777777777778,6417,beauce_5_sa_017
0,1,65.0,-14.0,2.2,3.8,10.0,259.0,383.0,393.0,12.0,10.0,10.0,10.0,0,0,1.6921052631578946,-177.5157894736842,5.524444444444445,6418,beauce_5_sa_018
3,2,81.0,-42.0,3.9,24.2,5.3,162.0,322.0,323.0,353.0,50.1,84.9,14.8,0,0,7.99,-51.04473684210526,8.955555555555556,6419,beauce_5_sa_019
2,1,101.0,-21.0,2.0,13.1,10.0,242.0,279.0,393.0,360.0,74.6,83.3,10.0,0,0,4.762631578947368,6.838947368421051,8.91,6420,beauce_5_sa_020
2,0,87.0,-20.0,1.9,15.0,10.0,107.0,292.0,393.0,360.0,25.2,77.4,10.0,0,0,6.971052631578947,-126.81052631578947,8.821111111111112,6421,beauce_5_sa_021
0,0,78.0,-20.0,1.4,15.0,10.0,259.0,383.0,393.0,331.0,10.0,10.0,10.0,0,0,1.918421052631579,-118.67736842105262,5.427777777777778,6422,beauce_5_sa_022
1,2,73.0,-11.0,2.9,14.3,3.1,199.0,383.0,393.0,9.0,92.4,10.0,10.0,0,0,2.522105263157895,-55.08473684210526,8.776666666666666,6423,beauce_5_sa_023
1,0,90.0,-20.0,2.1,15.0,10.0,235.0,383.0,393.0,8.0,87.3,10.0,10.0,0,0,2.1842105263157894,-75.39052631578947,8.721111111111112,6424,beauce_5_sa_024
1,0,101.0,-20.0,1.5,15.0,10.0,303.0,383.0,393.0,10.0,63.2,10.0,10.0,0,0,6.041578947368421,-132.3815789473684,7.688888888888889,6425,beauce_5_sa_025
2,2,68.0,-6.0,1.8,9.0,17.0,303.0,304.0,393.0,355.0,25.5,36.4,10.0,0,0,4.190526315789474,-67.5757894736842,7.464444444444445,6426,beauce_5_sa_026
3,0,86.0,-20.0,2.2,15.0,10.0,152.0,296.0,297.0,330.0,25.3,32.7,79.6,0,0,11.39315789473684,-17.37263157894737,8.76,6427,beauce_5_sa_027
3,1,90.0,-5.0,2.8,2.6,10.0,289.0,321.0,322.0,333.0,95.0,82.8,12.7,0,0,18.259473684210526,-41.06947368421053,8.903333333333332,6428,beauce_5_sa_028
1,2,50.0,-43.0,3.1,15.2,6.8,123.0,383.0,393.0,344.0,62.5,10.0,10.0,0,0,2.581578947368421,-54.32578947368421,8.112222222222222,6429,beauce_5_sa_029
3,0,58.0,-20.0,3.9,15.0,10.0,109.0,278.0,279.0,351.0,14.1,34.4,47.9,0,0,6.296315789473684,-86.68894736842105,8.544444444444444,6430,beauce_5_sa_030
0,1,68.0,-17.0,2.5,7.1,10.0,259.0,383.0,393.0,346.0,10.0,10.0,10.0,0,0,1.0757894736842106,-108.94631578947369,5.319999999999999,6431,beauce_5_sa_031
0,1,48.0,-38.0,1.2,14.8,10.0,259.0,383.0,393.0,334.0,10.0,10.0,10.0,0,0,0.4768421052631579,-108.8184210526316,5.572222222222222,6432,beauce_5_sa_032
0,1,48.0,-40.0,2.2,7.9,10.0,259.0,383.0,393.0,361.0,10.0,10.0,10.0,0,0,0.716842105263158,-165.49684210526317,5.663333333333333,6433,beauce_5_sa_033
2,1,53.0,-43.0,1.8,11.2,10.0,313.0,314.0,393.0,335.0,86.0,81.8,10.0,0,0,11.05421052631579,-62.59315789473684,8.81111111111111,6434,beauce_5_sa_034
1,2,94.0,-32.0,3.3,9.9,17.3,267.0,383.0,393.0,9.0,33.3,10.0,10.0,0,0,1.1984210526315788,-77.30526315789473,7.128888888888889,6435,beauce_5_sa_035
3,1,66.0,-27.0,3.8,8.6,10.0,219.0,316.0,323.0,2.0,29.0,85.3,94.9,0,0,16.910526315789475,-75.15368421052632,8.955555555555556,6436,beauce_5_sa_036
1,1,66.0,-38.0,2.8,17.8,10.0,134.0,383.0,393.0,18.0,61.3,10.0,10.0,0,0,4.667368421052632,-104.68842105263155,7.951111111111112,6437,beauce_5_sa_037
1,1,50.0,-8.0,1.0,14.5,10.0,151.0,383.0,393.0,349.0,47.1,10.0,10.0,0,0,1.7257894736842103,-86.1642105263158,7.596666666666668,6438,beauce_5_sa_038
1,2,77.0,-12.0,3.7,18.4,15.4,303.0,383.0,393.0,18.0,62.1,10.0,10.0,0,0,4.470526315789473,-106.56105263157896,7.498888888888889,6439,beauce_5_sa_039
2,2,49.0,-27.0,3.8,21.9,4.0,138.0,219.0,393.0,349.0,65.2,98.9,10.0,0,0,7.042105263157896,-59.231578947368426,8.997777777777777,6440,beauce_5_sa_040
3,0,77.0,-20.0,1.1,15.0,10.0,120.0,278.0,289.0,339.0,39.6,87.0,55.1,0,0,12.773157894736842,-14.861578947368422,8.992222222222223,6441,beauce_5_sa_041
0,0,51.0,-20.0,1.0,15.0,10.0,259.0,383.0,393.0,351.0,10.0,10.0,10.0,0,0,1.5289473684210526,-132.43526315789472,5.194444444444445,6442,beauce_5_sa_042
1,1,63.0,-17.0,3.9,4.1,10.0,113.0,383.0,393.0,361.0,17.6,10.0,10.0,0,0,1.8594736842105264,-122.17947368421052,6.372222222222223,6443,beauce_5_sa_043
1,0,65.0,-20.0,3.8,15.0,10.0,309.0,383.0,393.0,365.0,26.0,10.0,10.0,0,0,2.7757894736842106,-138.8778947368421,6.457777777777777,6444,beauce_5_sa_044
2,1,46.0,-43.0,3.8,22.3,10.0,268.0,269.0,393.0,331.0,77.7,65.5,10.0,0,0,8.477368421052631,-60.7278947368421,8.782222222222222,6445,beauce_5_sa_045
1,0,62.0,-20.0,2.6,15.0,10.0,230.0,383.0,393.0,333.0,70.5,10.0,10.0,0,0,1.5647368421052632,-71.63578947368421,8.426666666666668,6446,beauce_5_sa_046
2,1,70.0,-32.0,2.4,18.2,10.0,215.0,295.0,393.0,2.0,66.6,15.4,10.0,0,0,1.1263157894736844,-38.632631578947375,8.633333333333333,6447,beauce_5_sa_047
2,1,49.0,-19.0,1.2,4.8,10.0,164.0,286.0,393.0,327.0,99.1,95.8,10.0,0,0,11.01736842105263,-36.24157894736842,8.992222222222223,6448,beauce_5_sa_048
0,0,98.0,-20.0,2.2,15.0,10.0,259.0,383.0,393.0,340.0,10.0,10.0,10.0,0,0,2.0278947368421054,-106.72263157894736,5.173333333333334,6449,beauce_5_sa_049
1,2,77.0,-27.0,1.2,20.4,12.6,309.0,383.0,393.0,361.0,25.3,10.0,10.0,0,0,1.3336842105263158,-91.96,6.5,6450,beauce_5_sa_050
3,2,81.0,-14.0,1.7,24.6,1.6,261.0,299.0,300.0,15.0,35.8,51.6,69.6,0,0,11.33421052631579,-59.485263157894735,8.866666666666667,6451,beauce_5_sa_051
2,2,75.0,-32.0,2.1,2.9,9.0,154.0,231.0,393.0,353.0,51.3,64.6,10.0,0,0,2.2273684210526317,-7.6036842105263185,8.988888888888889,6452,beauce_5_sa_052
3,0,54.0,-20.0,2.8,15.0,10.0,266.0,293.0,294.0,331.0,34.2,50.7,49.7,0,0,9.889473684210529,-66.43315789473684,8.693333333333333,6453,beauce_5_sa_053
2,0,72.0,-20.0,2.9,15.0,10.0,283.0,314.0,393.0,340.0,71.8,65.4,10.0,0,0,10.843157894736844,-71.88105263157895,8.797777777777778,6454,beauce_5_sa_054
1,0,53.0,-20.0,2.1,15.0,10.0,319.0,383.0,393.0,4.0,75.6,10.0,10.0,0,0,6.61421052631579,-102.69842105263156,7.626666666666667,6455,beauce_5_sa_055
1,2,103.0,-19.0,2.1,7.3,12.0,268.0,383.0,393.0,327.0,18.2,10.0,10.0,0,0,1.8726315789473684,-52.583684210526314,5.913333333333333,6456,beauce_5_sa_056
3,2,64.0,-15.0,3.5,12.0,7.9,215.0,221.0,294.0,9.0,66.4,67.8,88.5,0,0,16.247894736842103,-57.42421052631579,8.983333333333333,6457,beauce_5_sa_057
1,2,103.0,-38.0,1.8,10.0,8.1,247.0,383.0,393.0,19.0,87.3,10.0,10.0,0,0,1.6552631578947368,-35.336842105263166,8.693333333333333,6458,beauce_5_sa_058
0,1,80.0,-23.0,2.5,22.4,10.0,259.0,383.0,393.0,326.0,10.0,10.0,10.0,0,0,1.4257894736842105,-80.48421052631579,5.127777777777777,6459,beauce_5_sa_059
2,2,88.0,-29.0,3.0,9.4,4.5,273.0,294.0,393.0,325.0,34.9,49.7,10.0,0,0,4.347368421052631,-20.889473684210525,8.116666666666667,6460,beauce_5_sa_060
1,0,45.0,-20.0,2.7,15.0,10.0,184.0,383.0,393.0,326.0,76.7,10.0,10.0,0,0,1.6973684210526316,-77.89105263157894,8.607777777777777,6461,beauce_5_sa_061
1,0,90.0,-20.0,3.5,15.0,10.0,246.0,383.0,393.0,14.0,18.3,10.0,10.0,0,0,2.1521052631578947,-150.23473684210526,6.4188888888888895,6462,beauce_5_sa_062
2,0,72.0,-20.0,3.6,15.0,10.0,241.0,242.0,393.0,4.0,46.2,83.2,10.0,0,0,5.660526315789474,-68.83736842105263,8.868888888888888,6463,beauce_5_sa_063
3,0,51.0,-20.0,2.3,15.0,10.0,128.0,249.0,268.0,330.0,71.4,90.3,62.0,0,0,19.01578947368421,-23.009473684210526,8.992222222222223,6464,beauce_5_sa_064
0,0,55.0,-20.0,3.6,15.0,10.0,259.0,383.0,393.0,2.0,10.0,10.0,10.0,0,0,1.773157894736842,-168.89368421052632,5.366666666666666,6465,beauce_5_sa_065
0,0,96.0,-20.0,3.3,15.0,10.0,259.0,383.0,393.0,11.0,10.0,10.0,10.0,0,0,2.021052631578947,-152.38315789473685,5.29,6466,beauce_5_sa_066
1,0,93.0,-20.0,1.2,15.0,10.0,311.0,383.0,393.0,9.0,24.7,10.0,10.0,0,0,2.8042105263157895,-133.49263157894737,6.463333333333334,6467,beauce_5_sa_067
1,1,54.0,-23.0,3.3,17.7,10.0,308.0,383.0,393.0,345.0,76.2,10.0,10.0,0,0,5.051578947368421,-73.2121052631579,7.895555555555556,6468,beauce_5_sa_068
1,2,85.0,-16.0,3.1,22.6,5.6,286.0,383.0,393.0,334.0,91.0,10.0,10.0,0,0,5.207368421052632,-20.64157894736842,8.21888888888889,6469,beauce_5_sa_069
1,1,47.0,-40.0,2.6,6.9,10.0,120.0,383.0,393.0,343.0,27.5,10.0,10.0,0,0,1.4578947368421051,-100.72,7.05,6470,beauce_5_sa_070
3,1,49.0,-43.0,3.7,7.6,10.0,182.0,220.0,295.0,332.0,37.3,17.8,37.5,0,0,1.3863157894736842,-42.6321052631579,8.722222222222221,6471,beauce_5_sa_071
3,0,79.0,-20.0,3.5,15.0,10.0,250.0,261.0,320.0,6.0,95.6,96.9,13.1,0,0,14.43578947368421,-55.887894736842114,8.940000000000001,6472,beauce_5_sa_072
3,1,81.0,-18.0,3.0,14.2,10.0,143.0,284.0,285.0,4.0,67.5,91.8,11.8,0,0,9.41315789473684,-29.53421052631579,8.994444444444445,6473,beauce_5_sa_073
0,0,64.0,-20.0,3.3,15.0,10.0,259.0,383.0,393.0,15.0,10.0,10.0,10.0,0,0,1.9721052631578944,-172.88947368421054,5.282222222222222,6474,beauce_5_sa_074
1,0,82.0,-20.0,2.8,15.0,10.0,249.0,383.0,393.0,2.0,81.9,10.0,10.0,0,0,3.0500000000000003,-107.73315789473683,8.602222222222222,6475,beauce_5_sa_075
2,2,80.0,-35.0,3.9,20.0,18.5,120.0,302.0,393.0,354.0,13.3,74.8,10.0,0,0,4.07578947368421,-55.41,8.338888888888889,6476,beauce_5_sa_076
